id,text,sentiment,path,hashtag,inimagetext,pred,pred_raw
1258013520169443329,"Non so se sia peggio # di Amici19 o di quelli superspeciali, nel dubbio:

#gaiagozzi https://t.co/CpMTw427YK",neutral,..\data\amici19\images\1258013520169443329.png,amici19,UN BAGIONE,negative,[0.69212157 0.15437236 0.15350613]
1290983599219576833,"Ditemi che Francesca Chillemi non è vestita da novizia vi prego😪🙅
#chediociaiuti https://t.co/DopkqukIN2",neutral,..\data\chediociaiuti\images\1290983599219576833.png,chediociaiuti,elenasofiaricci officialpageincescachiliemiALabbia,positive,[0.00640467 0.07798827 0.9156071 ]
1261393058609815558,"Hellooooo?????!!!!!????!!! 
Fateci ballare Umberto. 
#amici19 #amicispeciale https://t.co/Rim4ZEsCwV",neutral,..\data\amici19\images\1261393058609815558.png,amici19,VIPERISSIBIA,positive,[0.03508129 0.08708684 0.8778319 ]
1262494199359954944,Io che fingo un matrimonio con Javi #amici19 https://t.co/XdDlPYZ0xw,neutral,..\data\amici19\images\1262494199359954944.png,amici19, ,positive,[0.061203   0.05711219 0.8816848 ]
1256378374324396033,"What about us 

@Martina__B_ @Pink @PinkFans_ @pinkfans 

#martinabeltrami #circozzi #Amici19 #pink https://t.co/cgQVKoh2MX",neutral,..\data\amici19\images\1256378374324396033.png,amici19,toBia,neutral,[0.11225639 0.5512874  0.33645615]
1259599686299721733,"Se volete fare delle domande a Jacopo Ottonello per l’intervista a Radio Crc delle ore 11:00 di giovedì 14 Maggio,
aggiungete giulycookie su IG e fate le domande cliccando nel box.  #Amici19 #Amici2019 #amicispeciali 
👇🏻📩 https://t.co/vVo0gjGPWt",neutral,..\data\amici19\images\1259599686299721733.png,amici19,giulycookieUT A UltSalo se non lhal gi fattoTNTott,neutral,[0.03024689 0.9468232  0.02292991]
1257701968463749120,"Le 3 interviste più ascoltate sul nostro sito:
1- Martina Beltrami
2- Javier
3- Giulia Molino
Continuate ad ascoltare le interviste qui 👉🏻 bit.ly/35pMgpz
#amici19
Faremo uno speciale dedicato all’artista più ascoltato sul nostro sito!
Avete tempo fino a DOMANI SERA 💣 https://t.co/5N1xNp0ObJ",neutral,..\data\amici19\images\1257701968463749120.png,amici19,cv,neutral,[0.08563601 0.8389562  0.07540776]
1264219381040545795,"""Oggi la gente ti giudica
Per quale immagine hai
Vede soltanto le maschere
E non sa nemmeno chi sei"" ⚘ 
#giordanaangi #amicispeciali #amici19 #concertoonline https://t.co/dyqZoWbOUv",neutral,..\data\amici19\images\1264219381040545795.png,amici19, ,negative,[0.93481237 0.03772046 0.02746716]
1320114563715653634,#BallandoConLeStelle #Matano #lorellacuccarini  E stata nominata la Cuccarini davanti a Matano ! https://t.co/Kvh3vniYUH,neutral,..\data\ballandoconlestelle\images\1320114563715653634.png,ballandoconlestelle,Che Dioxci aiutil,neutral,[0.3080989  0.3989915  0.29290956]
1260959270960599040,"SITUAZIONE ATTUALE
#AmiciSpeciali #amici19 #amici18 
☆☆☆
@Gaia_Gozzi @albertourso_ https://t.co/ycIpxJISgK",neutral,..\data\amici19\images\1260959270960599040.png,amici19,X HAI CAPITOQUALCOSA DAQUESTI INDIZI DIABAICISPECL,negative,[0.52206075 0.38765523 0.090284  ]
1106575804148957190,I've just watched episode S05E17 of Convent Mysteries ! #chediociaiuti  #tvtime tvtime.com/r/Ycp2 https://t.co/ILMxIYROg2,neutral,..\data\chediociaiuti\images\1106575804148957190.png,chediociaiuti,CONVENT MYSTERIESSOETlavSegaTTouA,neutral,[0.02363701 0.95339406 0.02296899]
1242791462607216641,"Tra i precedenti crossover di #DonMatteo ricordiamo anche quello con #CheDiociAiuti 🤩⛪️
Don Matteo (#TerenceHill) incontrò o meglio si scontrò con Suor Angela (#ElenaSofiaRicci) e Suor Costanza (Valeria Fabrizi) 
#DonMatteo12
instagram.com/p/B-J9pkbKkxA/… https://t.co/R3X7ezq4AM",neutral,..\data\chediociaiuti\images\1242791462607216641.png,chediociaiuti, ,neutral,[0.12615187 0.8501982  0.02364999]
1320132517266161669,Il tesoretto di @RobertaBruzzone #BallandoConLeStelle @Ballando_Rai https://t.co/wU2NVExSvn,neutral,..\data\ballandoconlestelle\images\1320132517266161669.png,ballandoconlestelle, ,positive,[0.07582849 0.35179698 0.5723745 ]
1261213147496579072,"Online il podcast dell'ultima di #freeCONTEnt🎧 per recuperare le chiacchierate con #Jacopo e #SofiaTornambene su Ruota Panoramica, Colori, #XF13, #Amici19 📻 &gt;&gt;&gt; m.mixcloud.com/radiostonata/f… https://t.co/YdtBwD7OkM",neutral,..\data\amici19\images\1261213147496579072.png,amici19,FISEPIUIINTEvd,neutral,[0.03954775 0.95734215 0.00311011]
1106322208878665728,E alla fine si è incazzata pure suor Angela . @CheDioCiAiuti_5 #CheDioCiAiuti5 https://t.co/h2o0N8L2EJ,neutral,..\data\chediociaiuti\images\1106322208878665728.png,chediociaiuti, ,negative,[0.86318535 0.08476723 0.05204738]
1260989093091184642,"Naaaaa...hanno ""zittito"" Javier... 😂Era l'unico modo per non farlo spoilerare, anche se il loco qualche cosa combinerà!!! 
Dai Javi, impegnati😉
#JavierRojas #AmiciSpeciali
#Amici19 https://t.co/7Zk6kYlBkb",neutral,..\data\amici19\images\1260989093091184642.png,amici19, ,negative,[0.41091207 0.29896542 0.2901225 ]
1103931725783040004,I've just watched episode S05E16 of Convent Mysteries! #chediociaiuti  #tvtime tvtime.com/r/XIDj https://t.co/pkxyX2z0Mr,neutral,..\data\chediociaiuti\images\1103931725783040004.png,chediociaiuti,CONVENT MYSTERIESSOEGlavJTTboa,neutral,[0.07548615 0.8842229  0.04029085]
1320136023226146824,".@red_canzian Ballerino per una notte.
🌟 Vi è piaciuto?
#BallandoConLeStelle https://t.co/HMfBpuxGA1",neutral,..\data\ballandoconlestelle\images\1320136023226146824.png,ballandoconlestelle, ,positive,[0.00084379 0.21036063 0.78879565]
1320779568073068545,"Attenzione @mariotto8 😱
La @SignoraRossella ha un messaggio per te! 📩

#BallandoConLeStelle https://t.co/1pqoS9onH0",neutral,..\data\ballandoconlestelle\images\1320779568073068545.png,ballandoconlestelle, ,positive,[0.21715246 0.35838503 0.4244626 ]
1113009446622507009,"@CheDioCiAiuti_5 @RaiUno #CostumeDesigner M. Celeste
@ElenaSofiaOf #FrancescaChillemi #ValeriaFabrizi #IlariaSpada
Costume Partner Il Costume by Giuseppina Angotzi

#costumerental #rome #bespoke #tailor #hautecouture #MadeInItaly #fashion #glamour #style #vintage #60s #60sfashion https://t.co/uBsptEhsNL",neutral,..\data\chediociaiuti\images\1113009446622507009.png,chediociaiuti,do,neutral,[1.2842249e-05 9.9966872e-01 3.1843595e-04]
1108856838584446981,I've just watched episode S05E20 of Convent Mysteries! #chediociaiuti  #tvtime tvtime.com/r/YIC1 https://t.co/G5LTCWuJJc,neutral,..\data\chediociaiuti\images\1108856838584446981.png,chediociaiuti,CONVENT MYSTERIESSOSEZOlavTHTa,neutral,[0.05416968 0.90564233 0.04018808]
1101248674200539139,I've just watched episode S05E14 of Convent Mysteries! #chediociaiuti  #tvtime tvtime.com/r/X1hr https://t.co/DC6GEBFV29,neutral,..\data\chediociaiuti\images\1101248674200539139.png,chediociaiuti,CONVENT MYSTERIESSOElavTHTa,neutral,[0.04429569 0.9124444  0.04325985]
1258118220558602240,"mi faccio un po' di pubblicità
#amici19 #amicidineno #stefanofarinetti #megliostardasoli https://t.co/jabjpUwZ6L",neutral,..\data\amici19\images\1258118220558602240.png,amici19,lavocedinenoUZPostFollowerSeguitiNenos voice iFanp,neutral,[0.17427573 0.6226279  0.20309635]
1259101292170969088,È apparsa una Gaia selvatica #Amici19 https://t.co/Tj6CxoMOmS,neutral,..\data\amici19\images\1259101292170969088.png,amici19,gaiaofficialll BROCKHAMPTON NO HALOecnIe,positive,[0.00125169 0.00622251 0.9925258 ]
1314563327931101185,#Giulia ieri e oggi #Amici19 #Amici20 https://t.co/dwFqmx6bus,neutral,..\data\amici19\images\1314563327931101185.png,amici19, ,neutral,[0.25309163 0.53375924 0.21314915]
1320290845027860485,"#AscoltiTV 24 ottobre 2020 · Dati #Auditel del sabato: #BallandoConLeStelle, #TuSiQueVales, #Sapiens, #MonsterTrucks e il #GFvip. In daytime, la sostituzione di #ItaliaSi, #Verissimo, #DayDreamer, #TvTalk e il #GirodItalia2020 tuttalativu.it/ascoltitv-24-o… https://t.co/LnYEaTI1or",neutral,..\data\ballandoconlestelle\images\1320290845027860485.png,ballandoconlestelle,teeeeim,neutral,[0.00201359 0.99625874 0.00172763]
1259452832949944320,#amici19 #francescobertoli #ermalmeta @MetaErmal https://t.co/m4z7dHPyJS,neutral,..\data\amici19\images\1259452832949944320.png,amici19,eiFacciamola arrivare ad Ermal AMieli st Ol E MEsi,negative,[0.6171524  0.25565273 0.1271949 ]
1267401404202827782,"17 giorni, 11 ore, 37 minuti.
#misachefacciotardi
e ci aggiungo anche
#misachequestasessionevamale
#amici19 #amicidineno https://t.co/1dztrNgVys",neutral,..\data\amici19\images\1267401404202827782.png,amici19, ,neutral,[0.27687365 0.39953995 0.32358643]
1259960440345354243,"Ma chi lo dice che le foto non si possono sentire! Io questa la sento forte e chiara 😂
#Amici19 #Javier #JavierRojas #AmiciSpeciali https://t.co/X0CviOHKWv",neutral,..\data\amici19\images\1259960440345354243.png,amici19,tilPbuenenochh,positive,[0.13602306 0.05331675 0.8106602 ]
1222647275811475457,Elena Sofia Ricci presenta la nuova stagione di #CheDioCiAiuti a #CR4 https://t.co/s3nGjgOFOs,neutral,..\data\chediociaiuti\images\1222647275811475457.png,chediociaiuti, ,neutral,[0.0694367  0.9037415  0.02682174]
1261395222916927488,"Chissá come sta Elisa senza poter schierare Stash tutta la serata : 

 #Amici19 https://t.co/2Qbmw5pIAM",neutral,..\data\amici19\images\1261395222916927488.png,amici19,TROSHITAFIAHI,negative,[0.9126064  0.06063831 0.02675523]
1320136393012711424,#BallandoConLeStelle Spareggio finale rimandato!!! Chi vincerà? Scrivetelo nei commenti!!  ⭐️⭐️⭐️ https://t.co/SQHXM41ZNu,neutral,..\data\ballandoconlestelle\images\1320136393012711424.png,ballandoconlestelle,TOseeIAy,positive,[0.03506013 0.20463224 0.7603076 ]
1320620735656828930,#pazzapazzatv #ascoltitv #auditel #tv sabato 24 ottobre 2020 #tusiquevales #canale5 cresce e sfiora 26%. Stabile #ballandoconlestelle #rai1 21% https://t.co/go5jBQT4GP,neutral,..\data\ballandoconlestelle\images\1320620735656828930.png,ballandoconlestelle, ,neutral,[0.00791333 0.88383996 0.1082467 ]
1259456826116116480,Facciamola arrivare ad Ermal🙏🏻@MetaErmal @famedalupi #ErmalMeta #Ermal #francescobertoli #amici19 https://t.co/4AWhBaeM8k,neutral,..\data\amici19\images\1259456826116116480.png,amici19,eiFacciamola arrivare ad Ermal AMieli st Ol E MEsi,negative,[0.66550666 0.17073023 0.16376312]
1171771624132997122,"Il consiglio (poco cerimonioso) di Azzurra per tutte le ragazze invitate a un matrimonio... Condividi? 😂 
#CheDioCiAiuti https://t.co/e5VsDSCNLd",neutral,..\data\chediociaiuti\images\1171771624132997122.png,chediociaiuti,oSAmaNe er Qg,neutral,[0.00239399 0.78740275 0.21020323]
1273779147387678720,"@MiticoPanda #chediociaiuti
Se volete sempre più news visitate la mia pagina Facebook
facebook.com/pg/gossipworld… https://t.co/D1dZDmULdr",neutral,..\data\chediociaiuti\images\1273779147387678720.png,chediociaiuti,presiDiana Del Bufalo rientrer nel cast di Che Dio,neutral,[0.02037797 0.86361194 0.11601017]
1255863983816478720,DOMANI ALLE 14:00 IL VIDEO DI BLUE MONDAY 🌈💙 #amici19 https://t.co/w3T95iIGUx,neutral,..\data\amici19\images\1255863983816478720.png,amici19,ottonelloj mIBLUE MONDAYFUORI DOMANI ALLE d Risson,neutral,[9.2578281e-05 9.9770588e-01 2.2016098e-03]
1320126874157187072,#BallandoConLeStelle la cugina di Rosalinda è lei https://t.co/vSS6QhNcrR,neutral,..\data\ballandoconlestelle\images\1320126874157187072.png,ballandoconlestelle,desimgPlay,negative,[0.6882425  0.08313352 0.2286239 ]
1108715969562796032,@CheDioCiAiuti_5 https://t.co/urU9c8Ts0U,neutral,..\data\chediociaiuti\images\1108715969562796032.png,chediociaiuti, ,positive,[0.13811499 0.28864396 0.57324106]
1103797662820847616,I've just watched episode S05E16 of Convent Mysteries! #chediociaiuti  #tvtime tvtime.com/r/XGOH https://t.co/08eQnMoPm4,neutral,..\data\chediociaiuti\images\1103797662820847616.png,chediociaiuti,CONVENT MYSTERIESSOEGlavJTT,neutral,[0.02697985 0.9359978  0.03702238]
1106481571656282112,"Ancora un grande successo per #CheDioCiAiuti5 che supera i 5milioni 300mila spettatori e con il 22,7% di share stravince la prima serata.
#AscoltiTv, @RaiUno, @CheDioCiAiuti_5 https://t.co/gHCbr2Swzm",neutral,..\data\chediociaiuti\images\1106481571656282112.png,chediociaiuti,itia,positive,[0.00996216 0.23747581 0.75256205]
1255154981985873921,"I Sonorha, che ricordi 

#Amici19 #martinabeltrami #beltramixbillboard #circozzi https://t.co/ecsfv4yuMX",neutral,..\data\amici19\images\1255154981985873921.png,amici19,caiarsiacidossoVabbe ivi voliarnio tutti i,negative,[0.60042375 0.29178447 0.10779177]
1255468844656799744,"IO CHE DA IERI SERA RIFLETTO SU QUALE POTREBBE ESSERE LA SORPRESA DI GIULYMOL
#Amici19 #Giuliamolino https://t.co/FsAhoVIUoH",neutral,..\data\amici19\images\1255468844656799744.png,amici19, ,negative,[0.49160868 0.2802463  0.22814505]
1320105605512810498,I farisei  #BallandoConLeStelle https://t.co/M8GTMCw2jK,neutral,..\data\ballandoconlestelle\images\1320105605512810498.png,ballandoconlestelle, ,neutral,[0.25528023 0.3932626  0.35145718]
1258469407338233859,"È arrivato il momento di svelarvi chi sarà il nostro prossimo ospite, come molti di voi avevano già capito, sarà...

🎉 @TalisaRavagnani 🎉

Domani alle 18:00 sarà disponibile il link per leggere la sua intervista ed un piccolo video saluto per voi💜

#Amici19 #talisa https://t.co/Hm48IVYas8",neutral,..\data\amici19\images\1258469407338233859.png,amici19,siindedN,neutral,[0.05063862 0.47702593 0.47233546]
1283649848970039299,"Lei è Cassandra. Ha 12 anni, vive a Frattamaggiore, Napoli. Cassandra è una ragazza allegra, solare
#16luglio #amici19 #canto 
instagram.com/p/CCsV6zIojFZ/… https://t.co/tExxeb9y6j",neutral,..\data\amici19\images\1283649848970039299.png,amici19,SY,positive,[0.10544352 0.3985923  0.4959641 ]
1108714880243097600,"«Che bell'accoglienza!»
Ultima puntata di @CheDioCiAiuti_5. Siete pronti?! 

#CheDioCiAiuti5 🙏 @RaiUno @RaiPlay https://t.co/VNDUHSIrwx",neutral,..\data\chediociaiuti\images\1108714880243097600.png,chediociaiuti, ,positive,[3.9776746e-04 4.4060268e-02 9.5554191e-01]
1320131251546640384,"C'è chi ha pensato a Paolo Bitta e chi mente.
#BallandoConLeStelle https://t.co/PD37mlOt1R",neutral,..\data\ballandoconlestelle\images\1320131251546640384.png,ballandoconlestelle,DIO DELLE CITTARARA,neutral,[0.3840239  0.53241324 0.08356287]
1103785676720562176,I've just watched episode S05E15 of Convent Mysteries! #chediociaiuti  #tvtime tvtime.com/r/XGzk https://t.co/nXOKIs8Rr7,neutral,..\data\chediociaiuti\images\1103785676720562176.png,chediociaiuti,CONVENT MYSTERIESSOESlaveJTTboa,neutral,[0.12039825 0.8110267  0.06857505]
1320132412538560517,Il criterio di assegnazione del  tesoretto di @albmatano #BallandoConLeStelle @Ballando_Rai https://t.co/dducj2jM9X,neutral,..\data\ballandoconlestelle\images\1320132412538560517.png,ballandoconlestelle,bi,neutral,[0.03026502 0.83473754 0.13499743]
1262458869072236544,Io domani quando realizzerò che nonostante fossi consapevole del fatto che Neno stase sarebbe uscito per far festa ho provato comunque a convincerlo a fare una diretta... #Amici19 #amicidineno https://t.co/5SuCXhJm6W,neutral,..\data\amici19\images\1262458869072236544.png,amici19,HO PRESO UN PALO,negative,[0.7882221  0.18702018 0.02475766]
1266391048550522886,"Boom #NuovaGenesi che vola al 3° posto della classifica #Fimi, benissimo anche #Chega alla #13 dei singoli. Brava @Gaia_Gozzi. #amici19 #amicispeciali https://t.co/A8ZXlf2MU6",neutral,..\data\amici19\images\1266391048550522886.png,amici19,Classifica settimanale WK Zdal al ONota metodologi,positive,[6.7935424e-04 1.0988477e-02 9.8833221e-01]
1260907369359454208,#albertourso #Amici18 #AMICI19 #amicispeciali https://t.co/E53Qka2PKq,neutral,..\data\amici19\images\1260907369359454208.png,amici19,RA,positive,[0.18255696 0.29990804 0.51753503]
1273903848537686016,"Yesterday's Italian #TVRatings - Prime Time:
1. Rai 1 – #CheDioCiAiuti 13%
2. Canale 5 – #NewAmsterdam 10,4%
3. Rete 4 – #DrittoeRovescio 7,5%
Source: DavideMaggio.it 
#MiaMarket 
@RaiUno @LuxVide 
#ascoltitv https://t.co/bcX3CQkoOw",neutral,..\data\chediociaiuti\images\1273903848537686016.png,chediociaiuti, ,neutral,[0.00666628 0.9755089  0.01782481]
1257667636663631873,"Veronica, squadra blu, cantante:

#amici19 #AmiciSpeciali https://t.co/oyfWD0JjFd",neutral,..\data\amici19\images\1257667636663631873.png,amici19, ,neutral,[0.3602974  0.48911837 0.1505843 ]
1263811108072312833,"I quadri di Peparini: il quadro impegnato

buff.ly/2T26bqs

#Amicispeciali #Amici19 #Peparini https://t.co/UK5nzoFYeN",neutral,..\data\amici19\images\1263811108072312833.png,amici19,I QUADRI DI GIULIANOPEPARINIIL QUADROIMPEGNATOdino,neutral,[0.20975496 0.7211104  0.06913464]
1258042738479677440,"Giulia Molino: da ""Amici 19"" al nuovo singolo ""Camice Bianco” - spettacolonews.com/?p=30872 #GiuliaMolino #Giulia #Amici #Amici19 #VaTuttoBene #CamiceBianco https://t.co/jAxWdIt0n9",neutral,..\data\amici19\images\1258042738479677440.png,amici19,GIULIA MOLINOVA TUTTO BENE,neutral,[0.00932615 0.9377169  0.05295696]
1266755751193821185,Mood #Amici19 #amicidineno https://t.co/cFddzJnhMw,neutral,..\data\amici19\images\1266755751193821185.png,amici19,lcBANTIlegalOLE alo st gURaga ho unideaMay O Twitt,neutral,[0.34318393 0.35415304 0.30266303]
1320103208509972480,@cdgherardesca prende 10 dalla giuria di #BallandoConLeStelle https://t.co/oSxL444YUw,neutral,..\data\ballandoconlestelle\images\1320103208509972480.png,ballandoconlestelle, ,negative,[0.7186494  0.19950971 0.08184094]
1281574386135425025,"#spotify #indie #indieitalia #indietaly #playlist #Italy #perte
#Amici19 #amicidineno https://t.co/qA1D6gFFFh",neutral,..\data\amici19\images\1281574386135425025.png,amici19,RIPRODUZIONE DA PLAYCISNZIndie Italiafaccio tardi ,neutral,[0.00264429 0.9878352  0.00952042]
1108721123670269952,@CheDioCiAiuti_5 https://t.co/knd3uX38Pv,neutral,..\data\chediociaiuti\images\1108721123670269952.png,chediociaiuti,VIPERISSIMA,negative,[0.4885828 0.0522636 0.4591536]
1255066591420649473,"Martina Beltrami ospite sabato a STIA CON NOI! ♥️
Sul nostro profilo Instagram (@radioextra_stiaconnoi) trovate il contest per vincere una chiacchierata con Martina durante l’intervista!
Avete tempo fino alle 13 per partecipare 💪🏻🍀
#amici19 https://t.co/hMqZK70Tw0",neutral,..\data\amici19\images\1255066591420649473.png,amici19,MARTINAsabato maggio oreospite mr,neutral,[0.00543401 0.68378365 0.31078234]
1211633056689332224,"Non si può concludere il 2019 senza #CheDioCiAiuti! 😉
Le repliche vi aspettano dal lunedì al venerdì, sempre su @RaiPremium! 📺 💕 https://t.co/o9jeaeAW0V",neutral,..\data\chediociaiuti\images\1211633056689332224.png,chediociaiuti, ,positive,[0.00426786 0.27133045 0.7244017 ]
1265945953644707841,"⚡️  Anche questo giovedì è tempo di amarcord! 😍
❓ Chi si ricorda di queste giovanissime Azzurra e Margherita? 
❓ Domanda più ""difficile"": cosa stava succedendo in questa scena?
📸  #ComeEravamo #tbt #CheDioCiAiuti https://t.co/G0LChIeg3L",neutral,..\data\chediociaiuti\images\1265945953644707841.png,chediociaiuti,Chi Divt AmnbiCOME ERAVAMOI,neutral,[0.01351916 0.8404565  0.14602436]
1106350511148675072,I've just watched episode S05E18 of Convent Mysteries! #chediociaiuti  #tvtime tvtime.com/r/Yagf https://t.co/c3tdkqXLjE,neutral,..\data\chediociaiuti\images\1106350511148675072.png,chediociaiuti,CONVENT MYSTERIESSOEglavTHTa,neutral,[0.01455706 0.93965393 0.04578902]
1274037307155394561,"MA A LUGLIO COSA? SCUSATE INTERROMPETE IL GIOCO
#Giuliamolino #Amici19 https://t.co/cCD7zP2Lyn",neutral,..\data\amici19\images\1274037307155394561.png,amici19,llsensazione Poi certo non NA lora di vederli eabb,negative,[0.9245298  0.05994385 0.01552641]
1258112489147039745,"niente, è un boicottaggio per @Frances10890002 
continua pure #javier #JavierRojas #amicispeciali #amici19 https://t.co/PLVaNyk5a7",neutral,..\data\amici19\images\1258112489147039745.png,amici19, ,positive,[0.19678478 0.24664189 0.55657333]
1263786563667968000,"Gaia: oggi una ""Nuova Genesi"" dell'album, con l'aggiunta di 3 inediti - spettacolonews.com/?p=31440 #NuovaGenesi #Gaia #GaiaGozzi #Amici #Amici19 #AmiciSpeciali https://t.co/vnGnTroEhd",neutral,..\data\amici19\images\1263786563667968000.png,amici19,Togenesj,neutral,[0.00456104 0.9674897  0.02794928]
1140929014087016449,"📱 L'unica strada per essere rapiti nel Regno dei Cieli
#Gesù #Chiesa #Laverità #Dio #Signore #IlRegnodeiCieli #Giudizio 
➡t.me/cantievangelic…
@GiuPa82 @loretabusola
@MadreNostra @marcospotty
@CheDioCiAiuti_5 @FuffoBernardini https://t.co/kLA7irfiii",neutral,..\data\chediociaiuti\images\1140929014087016449.png,chediociaiuti,Il MOMENTODEL CAMBIAMENTOSPEZZONE DI FILM,neutral,[0.01444729 0.8021051  0.18344758]
1292854895859519489,"Domani, Martedì #11Agosto, @Martina__B_ torna ai nostri microfoni ospite di @PioRusso_79 
#radiobase #emozioniinmovimento #martinasuradiobase #amici19 https://t.co/FZ3S5TnDuL",neutral,..\data\amici19\images\1292854895859519489.png,amici19,WWWRADIOBASEFM,neutral,[0.01067892 0.96671414 0.02260686]
1259176868965736449,"Ecco le istruzioni per seguire l'intervistaaa⚠️⚠️
#EuropeDay #9maggio #Covid_19 #AmiciSpeciali #Amici19 #amici18 https://t.co/D1ScQqtnst",neutral,..\data\amici19\images\1259176868965736449.png,amici19,avtisnsoftCOME SEGUIRE LINTERVISTAALI erioe TV Can,neutral,[0.27518785 0.68894655 0.03586565]
1108378080740020226,"Che Dio ci aiuti 5: 21 marzo, anticipazioni doppio episodio #anticipazioni #Azzurra #Chediociaiuti #CheDiociaiuti5 #Gabriele #Ginevra #rai1 #SuorAngela #SuorCostanza #Teodora webl0g.net/2019/03/20/che… https://t.co/Eap0hT1V8y",neutral,..\data\chediociaiuti\images\1108378080740020226.png,chediociaiuti,d,neutral,[0.08578838 0.89364487 0.02056671]
1268630370502823936,"Capitano Anna Olivieri 👩🏻‍✈️
#CheDiociAiuti5
#DonMatteo
#CheDiociAiuti https://t.co/ZizNawon7d",neutral,..\data\chediociaiuti\images\1268630370502823936.png,chediociaiuti,Y,positive,[0.07968479 0.02817337 0.8921418 ]
1255940581928374274,"Si aggiudica la vittoria del nostro sondaggio...
🎉🎊Gaia🎉🎊
#Amici19 #gaiagozzi https://t.co/BeqahEYLOG",neutral,..\data\amici19\images\1255940581928374274.png,amici19,stata una lottaavvincenteComplimenti adentrambi i ,positive,[0.05026003 0.12817979 0.8215602 ]
1108856471624863745,"Ci ho preso quasi su tutto. Insomma quando mi assumete? 😂 @CheDioCiAiuti_5 
#CheDioCiAiuti5 https://t.co/kvwHcCUKHd",neutral,..\data\chediociaiuti\images\1108856471624863745.png,chediociaiuti,Gisella gisellaO  AMwChiunque abbia deciso la tram,positive,[0.39710498 0.03035058 0.57254446]
1112447985995182080,Un mio omaggio personale a @CheDioCiAiuti_5 @RaiDue @ElenaSofiaOf #CheDioCiAiuti5 https://t.co/GO5GPsBmrJ,neutral,..\data\chediociaiuti\images\1112447985995182080.png,chediociaiuti,AOeinZire va eliCY,neutral,[0.03467158 0.9539734  0.01135495]
1261407662287314946,“Insomma Irama cosa ne pensi di GDL che è ritornata con Damante?” 🤡🤡🤡🤡 LO VOGLIAMO SVOLTARE QUESTO AMICI O COSA?! #AmiciSpeciali #amicispeciale #amici19 https://t.co/K4czpPbxkO,neutral,..\data\amici19\images\1261407662287314946.png,amici19,NON SI PUO DIRE,negative,[0.9860707  0.00632627 0.00760307]
1315622172153577472,secondo voi è una buona idea riguardare amici19? #circozzi https://t.co/BDXMEeF6MH,neutral,..\data\amici19\images\1315622172153577472.png,amici19,aersAmr,positive,[0.17713103 0.09819163 0.7246774 ]
1320109572057665536,#BallandoConLeStelle https://t.co/Dmsf5D7MPF,neutral,..\data\ballandoconlestelle\images\1320109572057665536.png,ballandoconlestelle, ,neutral,[0.08021145 0.77455527 0.14523323]
1262646044585799680,Giorno 3. #annalisa #nali #gaia #gaiagozzi #amici19 #AmiciSpeciali https://t.co/cWlBbz1UOc,neutral,..\data\amici19\images\1262646044585799680.png,amici19,N,positive,[0.12276262 0.3389863  0.5382511 ]
1266699281345515520,"@portamiviaa una serata movimentata 😂 tra l’ascensore e le pietre. Che ricordi 

#Amici19 https://t.co/dYhswxzb2o",neutral,..\data\amici19\images\1266699281345515520.png,amici19, ,positive,[7.0077433e-05 1.6947148e-02 9.8298281e-01]
1238744667132497920,"A febbraio San-Remo ci aveva avvisati, avremmo dovuto capire che saremmo finiti tutti con la mascherina e poi... Musica (E Il Resto Scompare) e così tutti in Bugo nero
#chediociaiuti😷 https://t.co/XFlY88WnGc",neutral,..\data\chediociaiuti\images\1238744667132497920.png,chediociaiuti, ,negative,[0.88043445 0.07384248 0.04572306]
1289297021891833856,"Per evitare malintesi questa è la giusta procedura per cercare di far riavere a Javier il suo vecchio profilo che al momento è stato hackerato.
#JavierRojas #Amici19 https://t.co/NE03Ai1cZO",neutral,..\data\amici19\images\1289297021891833856.png,amici19,Per aiutare Javi nelrecupero del suoaccountSIE SEG,negative,[0.62675995 0.30216113 0.071079  ]
1263758107265597441,"Brioschi.
#Amici19 #amicidineno https://t.co/cJQDq29Lxm",neutral,..\data\amici19\images\1263758107265597441.png,amici19, ,neutral,[0.1994099  0.719178   0.08141213]
1209482062480187392,"Per questo Natale, vi auguriamo di poter essere luce per le persone che avete accanto 🎆
Buon Natale. @giasausource @maurolamannafan #GianmarcoSaurino #giasau  #Actors #Cinema #Serietv #Chediociaiuti #Skamitalia #AndreaIncanti https://t.co/j1a14bDgJ8",neutral,..\data\chediociaiuti\images\1209482062480187392.png,chediociaiuti, ,positive,[0.00062633 0.41562355 0.58375007]
1233799008176361474,"Per il ciclo #sARTurday prononiamo la Zingarella del Boccaccino, dipinto del primo '500 custodito agli Uffizi e noto anche ai fedelissimi della fiction italiana grazie a #CheDioCiAiuti. https://t.co/fHm3uQJVgK",neutral,..\data\chediociaiuti\images\1233799008176361474.png,chediociaiuti, ,neutral,[0.0141717  0.86168617 0.12414215]
1101216719920488448,"⚡MESSAGGIO IMPORTANTE⚡
a tutti gli amici del Convento degli Angeli, ospiti di questa puntata: @BenjieFede 🎊  
Siete pronti a cantare? 🎤
ORA su #Rai1 e @RaiPlay #CheDioCiAiuti5 #CDCA5 @CheDioCiAiuti_5 #BenjieFede
#28febbraio https://t.co/5SjgBKC16s",neutral,..\data\chediociaiuti\images\1101216719920488448.png,chediociaiuti,earsidee,neutral,[1.5685269e-05 6.7019528e-01 3.2978904e-01]
